"taxon"	"projection"	"kingdom"	"phylum"	"class"	"order"	"family"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"
"Bacteria||Acetothermia||Acetothermiia||KB1 group||Incertae Sedis"	"full"	"Bacteria"	"Acetothermia"	"Acetothermiia"	"KB1 group"	"Incertae Sedis"	-6.82857380213258e-06	1.77459504322586e-06	2.85988237837136e-06	6.42245250616052e-06	-5.87009167015598e-06	-5.45923621409098e-06	-2.57395035124868e-06	-6.68140178424955e-06
"Bacteria||Acidobacteriota||AT-s3-28||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"AT-s3-28"	"Incertae Sedis"	"Incertae Sedis"	-1.96738789455342e-05	-5.39034453137268e-05	2.82496576908541e-05	-0.000113088386557523	0.000186774170383596	-0.000348113998672265	2.07289726993868e-05	-0.000471346788159914
"Bacteria||Acidobacteriota||Acidobacteriae||AKIW659||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AKIW659"	"Incertae Sedis"	-3.41493239000956e-05	-0.000175115170699834	-8.00804823793359e-06	-0.00015493224167873	0.000204505608291262	-0.000112911789009117	7.79422297818895e-05	-0.000483206830529327
"Bacteria||Acidobacteriota||Acidobacteriae||AMGG11||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"AMGG11"	"Incertae Sedis"	-8.10305191856017e-06	-8.99621374964881e-06	-7.92668149962028e-06	-2.43848735203966e-05	2.03782625105186e-05	-4.56649929069573e-06	-1.15417543715308e-05	-4.24238347256727e-05
"Bacteria||Acidobacteriota||Acidobacteriae||Bryobacterales||Bryobacteraceae"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Bryobacterales"	"Bryobacteraceae"	-0.000660126336704556	-0.0015639005655323	-8.36536516371638e-05	-0.00338065068140214	0.002697518773902	-0.00511463466887783	0.00016178199002402	-0.00932682649414388
"Bacteria||Acidobacteriota||Acidobacteriae||Elev-16S-1166||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Elev-16S-1166"	"Incertae Sedis"	-7.53615226117047e-05	-6.03222951520308e-05	-5.63539243535434e-05	-0.000590847797426245	0.00060088967839331	-0.000733372758347762	-0.000164367406857342	-0.00155327020674412
"Bacteria||Acidobacteriota||Acidobacteriae||GOUTB8||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"GOUTB8"	"Incertae Sedis"	-4.11346707861199e-06	-2.50287400365851e-05	-4.50676247859728e-07	-4.10982671626132e-05	1.48170651102741e-05	-7.92970869171755e-05	5.73152939357438e-05	-0.000111847642805003
"Bacteria||Acidobacteriota||Acidobacteriae||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Incertae Sedis"	"Incertae Sedis"	-4.47188258023522e-06	-2.08965217478772e-05	-3.83039676948366e-06	-4.00368047054484e-06	1.06874912144958e-05	-1.48784745820202e-05	1.00099492142874e-06	-3.33055637230413e-05
"Bacteria||Acidobacteriota||Acidobacteriae||NA||NA"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	NA	NA	-0.000108578334513095	-0.000211144193568426	1.9376673801902e-05	-0.000444006967438183	0.000571772578329196	-0.00076183049334886	-1.57638331773864e-05	-0.00151880328970161
"Bacteria||Acidobacteriota||Acidobacteriae||OPB3||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"OPB3"	"Incertae Sedis"	-2.45066508073855e-06	-2.32658468239503e-05	-1.12488051142779e-05	-6.42888371137399e-06	4.79373107373705e-05	-3.94506142972366e-05	-3.02211544202526e-05	-6.06577454406244e-05
"Bacteria||Acidobacteriota||Acidobacteriae||PAUC26f||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"PAUC26f"	"Incertae Sedis"	-2.11612160133549e-05	-3.28173999705968e-05	1.13716690299967e-05	-0.000158698086814035	0.000114702826099436	-0.000250469243378083	-3.45837848900504e-05	-0.000501537767965012
"Bacteria||Acidobacteriota||Acidobacteriae||Solibacterales||Solibacteraceae"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Solibacterales"	"Solibacteraceae"	-0.000358041588000288	-0.00107375007067275	-7.46409177644135e-05	-0.00209305681905476	0.00194456093489619	-0.00293178121722996	-0.000284652956675693	-0.00630785392462274
"Bacteria||Acidobacteriota||Acidobacteriae||Subgroup 12||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 12"	"Incertae Sedis"	-1.78658922750755e-05	-7.04846797682229e-05	1.8745964469084e-05	-0.000122169047107235	6.8561393469342e-05	-0.000193880941930913	6.51340666541892e-05	-0.000308951109003643
"Bacteria||Acidobacteriota||Acidobacteriae||Subgroup 13||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 13"	"Incertae Sedis"	-6.92565259874008e-05	-0.000327199126258649	0.0001623563916249	-0.000221520121876535	0.00046660685473935	-0.000439739117415429	0.000197322204129138	-0.00110712156510085
"Bacteria||Acidobacteriota||Acidobacteriae||Subgroup 15||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 15"	"Incertae Sedis"	-3.41189746456156e-05	-7.70201727807183e-05	2.52580453686566e-05	-0.00012646956693433	0.000143748034624792	-0.000207309856849583	0.000174737110728933	-0.000585207996975902
"Bacteria||Acidobacteriota||Acidobacteriae||Subgroup 2||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Subgroup 2"	"Incertae Sedis"	-0.00045929603762386	-0.000863338882707574	-3.52764437131877e-05	-0.00255359037776396	0.00229422748179776	-0.00351859720567402	-0.000224306708354925	-0.00713458142882703
"Bacteria||Acidobacteriota||Acidobacteriae||TSBb06||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"TSBb06"	"Incertae Sedis"	-5.79308995538037e-06	-3.01115966975349e-05	-1.40882054581358e-05	-2.77509088425853e-05	1.70463112985131e-05	3.04942632678756e-05	2.51242758006896e-06	-9.21574320999535e-05
"Bacteria||Acidobacteriota||Acidobacteriae||Terriglobales||Acidobacteriaceae (Subgroup 1)"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Terriglobales"	"Acidobacteriaceae (Subgroup 1)"	-0.000505469248966077	-0.00102204559344052	-5.34517026552337e-05	-0.0028956884777869	0.00263362999189304	-0.00399608099233706	-0.00015814714829811	-0.00775803830966263
"Bacteria||Acidobacteriota||Acidobacteriae||Terriglobales||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Terriglobales"	"Incertae Sedis"	-0.000537938133234043	-0.00095262282980928	-0.000108414469392934	-0.00308180815700874	0.00223493235007768	-0.00388478834201097	-0.000359741119589598	-0.00788157283958115
"Bacteria||Acidobacteriota||Acidobacteriae||Terriglobales||Koribacteraceae"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Terriglobales"	"Koribacteraceae"	-0.00016623192263735	-0.000484242387109494	7.75431935293255e-05	-0.000859640543319271	0.00082466357971475	-0.00146454468091094	0.000128926424609193	-0.0025917119151801
"Bacteria||Acidobacteriota||Acidobacteriae||Terriglobales||NA"	"full"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	"Terriglobales"	NA	-0.000113693814845484	-0.000107379745746267	-0.00011887761362053	-0.000728493024733829	0.000809760911915798	-0.00111552745233481	2.21057191146098e-05	-0.00214545424582308
"Bacteria||Acidobacteriota||Aminicenantia||Aminicenantales||Aminicenantaceae"	"full"	"Bacteria"	"Acidobacteriota"	"Aminicenantia"	"Aminicenantales"	"Aminicenantaceae"	-0.000102110243091685	-0.000174027700341364	-6.49247609008352e-05	-0.000733423195486065	0.000645784303214271	-0.0011231770237195	5.93406126872931e-05	-0.0021445439675981
"Bacteria||Acidobacteriota||Blastocatellia||11-24||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"11-24"	"Incertae Sedis"	-0.000268860673712993	-0.000365981026417192	-5.99169357088251e-05	-0.00211901618046841	0.00223932159202654	-0.00277044331299064	3.63571703843944e-05	-0.00582056825354516
"Bacteria||Acidobacteriota||Blastocatellia||Blastocatellales||Blastocatellaceae"	"full"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Blastocatellales"	"Blastocatellaceae"	-0.000720031855364442	-0.00132323229930084	-3.09052727986277e-05	-0.00395956044558987	0.00343660844529237	-0.00591506502351346	-0.000392216788237788	-0.0104496409736757
"Bacteria||Acidobacteriota||Blastocatellia||DS-100||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"DS-100"	"Incertae Sedis"	-7.63656956022092e-05	-8.102373096384e-05	8.97549809618593e-06	-0.00065501855189522	0.00074104227549277	-0.00109170475200868	8.10527779891361e-05	-0.00216668885262247
"Bacteria||Acidobacteriota||Blastocatellia||Elev-16S-573||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Elev-16S-573"	"Incertae Sedis"	-1.06678559128241e-05	-1.7797738002084e-05	2.09580866458815e-07	-5.87031115742397e-05	5.2264553785535e-05	-6.23036452531617e-05	-1.77179632316276e-05	-0.000188355222630361
"Bacteria||Acidobacteriota||Blastocatellia||NA||NA"	"full"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	NA	NA	-8.01105942956433e-06	-8.02378028174619e-06	2.21568771495643e-05	-2.48754638371442e-05	7.34292937321113e-05	-0.000128291833027556	3.44466069400008e-05	-0.000137332713480319
"Bacteria||Acidobacteriota||Blastocatellia||Pyrinomonadales||Pyrinomonadaceae"	"full"	"Bacteria"	"Acidobacteriota"	"Blastocatellia"	"Pyrinomonadales"	"Pyrinomonadaceae"	-0.000446630709346686	-0.000754751746962789	-0.00029278369945153	-0.00312786189181987	0.00285015186379862	-0.00438596135752027	-0.000377675826198837	-0.00850868092761476
"Bacteria||Acidobacteriota||FFCH5909||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"FFCH5909"	"Incertae Sedis"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Acidobacteriota||Holophagae||Acanthopleuribacterales||Acanthopleuribacteraceae"	"full"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Acanthopleuribacterales"	"Acanthopleuribacteraceae"	-7.45200376361657e-06	-1.12487382516202e-05	-3.36138189526818e-06	-9.75999373430347e-05	7.28025288571915e-05	-0.000115211772629122	-3.25422964783658e-05	-0.00018654602312827
"Bacteria||Acidobacteriota||Holophagae||Holophagales||Holophagaceae"	"full"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Holophagales"	"Holophagaceae"	-0.000222254057284197	-0.00029058032916661	-4.86693429695401e-05	-0.00145460922065152	0.00142276623641914	-0.0019800310207471	0.000145027863886458	-0.00405313412536954
"Bacteria||Acidobacteriota||Holophagae||Subgroup 7||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Holophagae"	"Subgroup 7"	"Incertae Sedis"	-0.000367716937346475	-0.000801294364737625	-4.12412938331957e-06	-0.00273372708397646	0.00273372357755097	-0.0036116372175433	-0.000357123703571685	-0.00725447470357559
"Bacteria||Acidobacteriota||NA||NA||NA"	"full"	"Bacteria"	"Acidobacteriota"	NA	NA	NA	-4.60824081500604e-05	-8.39562841956828e-05	-2.86254152411811e-05	-0.000261079225141708	0.000313948564962079	-0.000453318359140547	-1.9370781566397e-05	-0.000872958309114315
"Bacteria||Acidobacteriota||ODP1230B23||02||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"ODP1230B23"	"02"	"Incertae Sedis"	2.14230195055471e-08	2.74888218943094e-08	2.85430005084971e-08	6.46520542494776e-08	-1.13099076897994e-08	-1.35488676651908e-07	2.89763888900961e-07	5.33610696528779e-08
"Bacteria||Acidobacteriota||Subgroup 11||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Subgroup 11"	"Incertae Sedis"	"Incertae Sedis"	-1.09992595637239e-05	-0.000125461663507672	7.65154411702878e-05	-6.10317117846869e-05	0.000356718963979694	-0.000296225070895679	5.47539255845289e-05	-0.000672702200400758
"Bacteria||Acidobacteriota||Subgroup 18||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Subgroup 18"	"Incertae Sedis"	"Incertae Sedis"	-3.38602439878689e-05	-0.000149920513595002	-6.42322282876887e-06	-0.000216372854094026	0.000227518319389058	-0.000145208740521208	6.51765439271976e-05	-0.000542996781139775
"Bacteria||Acidobacteriota||Subgroup 19||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Subgroup 19"	"Incertae Sedis"	"Incertae Sedis"	-1.5157606097233e-07	-3.29715977938183e-06	4.84359269239489e-06	6.26257149355705e-06	-5.79592743364745e-06	-7.00794082083973e-06	-1.29252798938728e-05	-1.85689603832562e-05
"Bacteria||Acidobacteriota||Subgroup 20||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Subgroup 20"	"Incertae Sedis"	"Incertae Sedis"	-7.89217402269339e-06	-2.89775477050815e-06	-2.357329389286e-06	-4.56117159958977e-05	-8.7444246916993e-06	-2.2711754663674e-05	-3.73906743128369e-05	-2.88846093914022e-05
"Bacteria||Acidobacteriota||Subgroup 21||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Subgroup 21"	"Incertae Sedis"	"Incertae Sedis"	-0.00118047173939152	-0.00183349919974149	-0.000846835999199955	-0.000234883216275176	0.00290301400107574	0.00152874886363778	-0.000434356270210754	-0.000534564993645197
"Bacteria||Acidobacteriota||Subgroup 22||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Subgroup 22"	"Incertae Sedis"	"Incertae Sedis"	-9.88749938171245e-05	-0.000209711870444346	5.37270015700283e-05	-0.000589305589039347	0.000814488927681704	-0.0010987660551372	7.6618836544254e-07	-0.00197454455509879
"Bacteria||Acidobacteriota||Subgroup 25||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Subgroup 25"	"Incertae Sedis"	"Incertae Sedis"	-0.000111985238257528	-0.000158114300179247	9.97733765748971e-05	-0.000217479730028274	0.000249968822744665	-0.000478716764586823	0.000208843116257104	-0.00102217654805847
"Bacteria||Acidobacteriota||Subgroup 26||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Subgroup 26"	"Incertae Sedis"	"Incertae Sedis"	-2.93093705217159e-06	-1.2887473308854e-06	-7.73389185661555e-06	-5.1357223138885e-05	3.17572586729942e-05	-7.24989460472124e-05	-1.4948795505739e-05	-0.000126368172848679
"Bacteria||Acidobacteriota||Subgroup 5||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Subgroup 5"	"Incertae Sedis"	"Incertae Sedis"	-0.000111977556162606	-0.000341349214647248	1.02842212939663e-05	-0.000740324731697839	0.000879000351129933	-0.0013919169501864	0.000156209223974827	-0.00241267054631443
"Bacteria||Acidobacteriota||Thermoanaerobaculia||Thermoanaerobaculales||Thermoanaerobaculaceae"	"full"	"Bacteria"	"Acidobacteriota"	"Thermoanaerobaculia"	"Thermoanaerobaculales"	"Thermoanaerobaculaceae"	-0.000377862784045409	-0.000673552510637227	-5.1709146861196e-05	-0.00292844440922233	0.00284370807479713	-0.00419047260926519	-0.00016079364182596	-0.00796453088549023
"Bacteria||Acidobacteriota||Vicinamibacteria||NA||NA"	"full"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	NA	NA	-3.96488721243187e-07	-3.61127279042034e-06	6.39089397818448e-06	-2.75177060524308e-06	3.37726594891354e-06	-3.9458474918518e-06	2.9277534740921e-06	-3.86555364237742e-06
"Bacteria||Acidobacteriota||Vicinamibacteria||Subgroup 17||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Subgroup 17"	"Incertae Sedis"	-0.000418922496502771	-0.000514942915590694	-0.000128901894928873	-0.00297508561882136	0.00237688732755251	-0.00368101379977086	-0.000286318257600985	-0.00729606378699713
"Bacteria||Acidobacteriota||Vicinamibacteria||Subgroup 9||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Subgroup 9"	"Incertae Sedis"	-8.29838793766738e-06	-3.4697024395124e-05	1.41656243588138e-05	-2.40858970062971e-05	7.56513774994398e-05	-4.46718840126532e-05	2.94408958231051e-05	-0.000161233384910669
"Bacteria||Acidobacteriota||Vicinamibacteria||Vicinamibacterales||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"Incertae Sedis"	-0.000651341075918918	-0.000983618543489408	-0.000270499936210073	-0.00385593571970737	0.0023440760250716	-0.00513001137849443	-0.00074213478267054	-0.00881375559835787
"Bacteria||Acidobacteriota||Vicinamibacteria||Vicinamibacterales||NA"	"full"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	NA	-9.24930717793754e-06	-2.33995014192541e-05	1.00413127961541e-05	-8.70796003894948e-06	8.02674638124182e-05	-7.4672249275706e-05	2.5595107968755e-05	-0.000149906245519775
"Bacteria||Acidobacteriota||Vicinamibacteria||Vicinamibacterales||Vicinamibacteraceae"	"full"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Vicinamibacterales"	"Vicinamibacteraceae"	-0.000650267684977861	-0.00121578704511729	-0.000143852803066182	-0.0038921084384994	0.00301308054980666	-0.00565653183085269	-0.000465435789831958	-0.0100173761157289
"Bacteria||Acidobacteriota||c5LKS83||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"c5LKS83"	"Incertae Sedis"	"Incertae Sedis"	-6.47377591477231e-05	-0.000159671067574004	-5.13032675487585e-05	-0.000326882771687808	0.000230726038418548	-0.000307879203853202	-0.000110557715801701	-0.000724597044337454
"Bacteria||Acidobacteriota||d142||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Acidobacteriota"	"d142"	"Incertae Sedis"	"Incertae Sedis"	-2.92073633199563e-06	-1.28664996654488e-05	-4.7538958727222e-06	-3.70611593075019e-05	9.60617512354295e-06	-3.66215388830184e-05	-2.42974710017653e-05	-6.35314281052244e-05
"Bacteria||Actinomycetota||Acidimicrobiia||Acidimicrobiales||Acidimicrobiaceae"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Acidimicrobiales"	"Acidimicrobiaceae"	-0.000484028203081886	-0.00111636672930057	-6.55037945180753e-05	-0.00303038503318972	0.0023000210759409	-0.00427590879699718	-0.00041366544129308	-0.00794860122443019
"Bacteria||Actinomycetota||Acidimicrobiia||Actinomarinales||Actinomarinaceae"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Actinomarinales"	"Actinomarinaceae"	-0.000167063708922803	-0.000327577470820978	-0.000300690614216839	-0.00158968096434183	0.000909313593593826	-0.00210199973213141	-0.000319692744181672	-0.00367974181649253
"Bacteria||Actinomycetota||Acidimicrobiia||Actinomarinales||Incertae Sedis"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Actinomarinales"	"Incertae Sedis"	-0.000215909520753601	-0.000706678565855139	0.000129896977094813	-0.00114734010553164	0.00116287797647448	-0.00178549849378039	0.000212680838462199	-0.0035963310981244
"Bacteria||Actinomycetota||Acidimicrobiia||Incertae Sedis||Incertae Sedis"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Incertae Sedis"	"Incertae Sedis"	1.52818323194743e-06	-2.99141571885005e-06	4.73285911465852e-07	-4.25588956370438e-06	-9.63844917956767e-06	5.24094077242051e-06	-9.98968020121988e-06	2.90627576871369e-05
"Bacteria||Actinomycetota||Acidimicrobiia||Microtrichales||Iamiaceae"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Microtrichales"	"Iamiaceae"	-0.000547576968820001	-0.000412772587750073	0.000169933348593152	-0.00131126385484159	0.000766954789776392	-0.00162415747107097	0.00010714912954877	-0.00397459460629838
"Bacteria||Actinomycetota||Acidimicrobiia||Microtrichales||Ilumatobacteraceae"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Microtrichales"	"Ilumatobacteraceae"	-0.00040078430395453	-0.000810739316860616	0.000268500505343005	-0.00201869962604355	0.00167391284412767	-0.00300429038015311	0.000343099658569691	-0.00556844608582676
"Bacteria||Actinomycetota||Acidimicrobiia||Microtrichales||Incertae Sedis"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Microtrichales"	"Incertae Sedis"	-0.000415805596603371	-0.000794364562739328	-0.000469276090040382	-0.00319311664045483	0.00273237307039936	-0.0041585007751431	-0.000295245466538399	-0.00811065456311116
"Bacteria||Actinomycetota||Acidimicrobiia||Microtrichales||Microtrichaceae"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	-0.000317207140499493	-0.000673581126120083	-0.000148381547205527	-0.00230649275124555	0.00184487598891269	-0.00287675011143538	-0.000357812336900279	-0.00583846931207733
"Bacteria||Actinomycetota||Acidimicrobiia||Microtrichales||NA"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	"Microtrichales"	NA	-2.76086931272317e-05	-8.25468330717794e-05	4.62978477373865e-05	-0.000219517998899936	0.000262912715365725	-0.000331358685595549	0.00013822797220691	-0.00067523620560655
"Bacteria||Actinomycetota||Acidimicrobiia||NA||NA"	"full"	"Bacteria"	"Actinomycetota"	"Acidimicrobiia"	NA	NA	-2.76065520802089e-05	-8.9974176833963e-05	6.14571129487888e-05	-0.000108141908342102	0.000168970131169367	-0.000221974907992582	0.000122684972107089	-0.000476253378879667
"Bacteria||Actinomycetota||Actinobacteria||0319-7L14||Incertae Sedis"	"full"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"0319-7L14"	"Incertae Sedis"	-3.99825752886107e-05	-0.000148776311404835	5.79699066365295e-05	-9.31511877189708e-05	0.000216059725809912	-0.000195504139151585	0.000120274213159475	-0.000563317852820672
"Bacteria||Actinomycetota||Actinobacteria||Actinomycetales||Actinomycetaceae"	"full"	"Bacteria"	"Actinomycetota"	"Actinobacteria"	"Actinomycetales"	"Actinomycetaceae"	-0.0677883237910454	-0.0744441250053692	-0.0569987774191477	0.0497871074944154	0.0554847261107355	0.012011516991844	0.0403560667964669	-0.025861187099799
